Cód.Original;Baia;Corredor;Nível;Cód.Barras
12146610; 056;R;1;789537205265 7
GE0700075 STD2; 057;R;1;120340283637 9
12146910; 057;R;1;789537200947 7
12164010;057A;R;1;789537205272 5
GC0700080;057A;R;1;120170283504 7
12725010; 058;R;1;789537205368 5
GC0700093; 058;R;1;120170283505 4
22434B; 060;R;1;230020280074 2
BPR5EY; 061;R;1;171050010601 8
QA151;061A;R;1;170020163098 1
41026510; 062;R;1;789537203087 7
41369035; 063;R;1;789537203147 8
R22410P; 065;R;1;230410280651 4
BP5HS;065A;R;1;171050281299 3
1500538; 067;R;1;789018232245 7
1500537; 068;R;1;789018232246 4
CGD200NP; 069;R;1;170180281325 4
30201; 071;R;1;170010013385 9
 0614370000; 071;R;1;789009732306 8
74402; 072;R;1;789007032307 8
3520530320; 072;R;1;170700013432 0
J9003; 073;R;1;170010010386 9
25619510; 074;R;1;789537204152 1
25619210; 075;R;1;789537204151 4
25619010; 076;R;1;789537204150 7
SE0700123; 076;R;1;789241557889 1
25618510; 077;R;1;789537201560 7
SE0700119; 078;R;1;120470283560 4
25617010; 078;R;1;789537201555 3
25617510; 079;R;1;789537201557 7
SA618; 080;R;1;400470280010 0
25618010; 080;R;1;789537201558 4
SA0700120; 080;R;1;120470283561 1
25618210; 081;R;1;789537201559 1
12238710; 082;R;1;789537205297 8
12238310; 083;R;1;789537205293 0
12238210; 084;R;1;789537205292 3
12164910; 085;R;1;789537205281 7
12146911; 086;R;1;789537205269 5
12164210; 087;R;1;789537205274 9
12164310; 088;R;1;789537205275 6
12164610; 089;R;1;789537205278 7
CAA367; 091;R;1;280160280857 9
70993758E; 091;R;1;789582508611 6
CAA1001;091A;R;1;789000032247 8
SA100015; 092;R;1;789002434671 9
PA1096 STD; 093;R;1;120150193202 2
R22411V; 094;R;1;230200280653 5
RT6243NP; 095;R;1;170590281179 0
304792000; 096;R;1;789003034157 9
SL70100 STD; 096;R;1;789241555049 1
L70100; 096;R;1;120240281849 1
78635600; 096;R;1;789053710277 2
AEVW10; 096;R;1;789000137516 9
AETO18; 096;R;1;789003039010 2
AE100J STD; 096;R;1;120240282594 9
SL70100 025; 097;R;1;789476603966 3
AEVW10025; 097;R;1;789003037493 5
370100 050; 098;R;1;120240282469 0
L70100 050; 098;R;1;789002432248 5
02845BRAGF; 098;R;1;789004125868 2
09300BREF; 099;R;1;789125209300 0
09321BREF; 099;R;1;789004140500 0
232890010;100;R;1;789004737049 4
A45000 STD;101;R;1;789476604830 6
A45000 010;102;R;1;789476604831 3
M42459 STD;103;R;1;789476604186 4
B45164 STD;104;R;1;789476601501 8
MMVT23671K;107;R;1;789001733473 0
R755;108;R;1;789008132923 6
VKC5062;109;R;1;789005932309 9
A59329 100;110;R;1;789241563435 1
1106;112;R;1;789009932250 2
3998052;113;R;1;789004632251 7
GA0480001 STD;114;R;1;120340023837 3
11002048;114;R;1;789537204472 0
111086070;115;R;1;789537211851 3
 0549152171;116;R;1;170600011153 9
12164110;117;R;1;789537205273 2
11759070;117;R;1;789537206307 3
9474PO;117;R;1;590270390068 5
25622070;118;R;1;789537204159 0
800039440 100;118A;R;1;789003037988 6
25622570;119;R;1;789537204160 6
M48544 STD;119;R;1;789241539382 1
77915600;120;R;1;789000639294 9
79389620;120;R;1;789000640376 8
BCH13;120;R;1;789000639478 3
77939610025;120;R;1;789000640595 3
U5MB0025;120;R;1;789000639373 1
53007070;120;R;1;789537203901 6
BCTO18;120;R;1;789000639008 2
M48544 025;120;R;1;789241539383 8
25649030;121;R;1;789537206785 9
53006070;122;R;1;789537203900 9
3324;123;R;1;789013532308 1
25624570;124;R;1;789537204164 4
1101800355;125;R;1;251160020060 1
25624070;125;R;1;789537204163 7
EMA7713 STD;126;R;1;789003033491 5
25623570;127;R;1;789537204162 0
B48324 025;128;R;1;789241539371 5
SB538025;128;R;1;789000040969 8
T402620;128;R;1;789000639372 4
SB552;128;R;1;789000639472 1
79389600;128;R;1;789000639293 2
25623070;128;R;1;789537204161 3
GA0480033 0.05;129;R;1;120340023715 4
3863EB;130;R;1;789001737366 1
800051340;131;R;1;789003039048 5
11200070;132;R;1;789537200271 3
T59879;133;R;1;120420191582 1
41634030;134;R;1;789537206604 3
EMA7721 STD;135;R;1;789003036201 7
111765045;136;R;1;789001740592 8
111764045;136;R;1;789001740593 5
11322180;136;R;1;789003439444 1
111102070;136;R;1;789537210075 4
112742064;136;R;1;789001740499 0
GC0250097 STD;136;R;1;120340323833 2
LN7243050;137;R;1;789003036200 0
11317070;138;R;1;789537204811 7
GC0250039 STD;138;R;1;120340323830 1
GC0250040 STD;139;R;1;120340323831 8
 0401194511;140;R;1;691670280095 1
A59600 STD;141;R;1;789476607375 9
03044BREF;141A;R;1;789125203044 9
8PK2205;142;R;1;170270482749 3
7364;142;R;1;789002740713 4
800060240 050;143;R;1;789053710130 0
111922070;144;R;1;789003435506 0
800065040;145;R;1;789003039047 8
800065040000;146;R;1;789003039175 8
11608020;147;R;1;789537207373 7
RDFI18;147;R;1;789004136216 7
GC0480053;147;R;1;120340023583 9
11574020;148;R;1;789537200836 4
11575020;149;R;1;789537205165 0
13A1325C;154;R;1;590270020074 0
13A0875C;155;R;1;590270020073 3
8PK2295GB;156;R;1;590270020056 6
6PK1600GB;157;R;1;590270020055 9
 000007014208;158;R;1;170010010128 5
 07553;158;R;1;250630020249 9
 05213;159A;R;1;251160020277 3
 0169978248;160;R;1;170300013214 4
 09630;160;R;1;789003035327 5
5346;161;R;1;710690020001 4
360004001R;161;R;1;789006532253 6
RT6526NP;161;R;1;170590322590 9
A59320 050;162;R;1;789476601209 3
GA0480033;163;R;1;120340023341 5
11288020;163;R;1;789537204777 6
GE0480031;164;R;1;120340023587 7
11265020;164;R;1;789537204757 8
 06310;165;R;1;250480020248 3
3529970020;165;R;1;170520010033 6
GE0480044;166;R;1;120340023588 4
11524020;166;R;1;789537205095 0
25647030;167;R;1;789537206783 5
11197020;168;R;1;789537200260 7
11526020;169;R;1;789537205097 4
25646030;170;R;1;789537206782 8
GE0480026;171;R;1;120340023342 2
11232020;171;R;1;789537204702 8
 071805016202;172;R;1;171320051222 6
11044020;173;R;1;789537204528 4
GA0480007;174;R;1;120340023335 4
11043020;174;R;1;789537200113 6
25648030;175;R;1;789537206784 2
GC0480030;176;R;1;120340023582 2
11260020;176;R;1;789537204752 3
11184020;177;R;1;789537204589 5
GA0480013 STD;177;R;1;120340023838 0
11185020;178;R;1;789537204591 8
GE0480014;178;R;1;120340023586 0
23539020;179;R;1;789537207117 7
SA0480070;179;R;1;120470023552 9
SA0480056;180;R;1;120470023549 9
23527020;180;R;1;789537202122 6
24959520;181;R;1;789537206435 3
SE0480032;182;R;1;120470023545 1
23511020;182;R;1;789537207088 0
SE0590129 STD;183;R;1;120470193836 8
23530020;184;R;1;789537202150 9
23990020;184;R;1;789537200867 8
SA0480059;184;R;1;120470023550 5
SE0480063;185;R;1;120470023551 2
23531020;185;R;1;789537202158 5
05266BRAGF;186;R;1;510410320174 8
23550020;187;R;1;789537202262 9
SE0480044;188;R;1;120470023548 2
23516020;188;R;1;789537202051 9
SE0480092;189;R;1;120470023558 1
23655020;189;R;1;789537202433 3
SA0480090;190;R;1;120470023557 4
23654020;190;R;1;789537202427 2
23654120;190A;R;1;789004733318 5
23549020;191;R;1;789537202255 1
SA0480079;191;R;1;120470023554 3
23514020;192;R;1;789537202030 4
SA0480033;192;R;1;120470023546 8
23548020;193;R;1;789537202247 6
SA0480074;193;R;1;120470023553 6
SA0480087;194;R;1;120470023556 7
23651020;194;R;1;789537202408 1
DA7351 STD;195;R;1;789003036199 7
SE0480080;196;R;1;120470023555 0
23559020;196;R;1;789537202271 1
23515120;197;R;1;789537202041 0
K31;197A;R;1;570440750021 1
BC123 125;198;R;1;789000634879 3
3937111;199;R;1;170410481561 2
198636160;199;R;1;789004139384 0
3921927;199;R;1;789004132303 8
09250BREF;200;R;1;789125209250 8
3284377;201;R;1;170430481558 0
3352815;202;R;1;789002232254 8
3941476;203;R;1;580220480012 8
C364100;203;R;1;789003032613 2
BC123 150;204;R;1;789000634880 9
3931623;205;R;1;170420481556 7
3900250;206;R;1;789007532255 7
22614B;207;R;1;230020280083 4
30718B;208;R;1;230020280253 1
10676;209;R;1;251160020390 9
3431807075;209;R;1;789009332417 5
11206030;210;R;1;789537204639 7
GC0590020;210;R;1;120340053334 8
GC0700038;211;R;1;120170283503 0
11300010;211;R;1;789537204796 7
GC0590060;212;R;1;120340193834 0
11763030;212;R;1;789537206261 8
20131;213;R;1;789267700565 4
E68000;214;R;1;120150162735 5
11810030;215;R;1;789537205513 9
S68100;216;R;1;120150161649 6
S94000;217;R;1;120150601646 8
05287GRGH;217A;R;1;510410190120 6
97348600;218;R;1;789053713238 0
97349610 050;219;R;1;789001537124 9
16018;219A;R;1;789267700390 2
6055AA;220;R;1;170350481540 6
BB426J STD;221;R;1;789000632304 2
6211AA;221;R;1;170060481822 1
PSC410;222;R;1;789002832256 6
JFA0438;222;R;1;789002839486 0
9155DA;222;R;1;170280481546 8
D8PK1420;223;R;1;590270040050 8
GONIOMETRO;223A;R;1;230010010865 0
50009123;223A;R;1;789053712802 4
VA0590180;224;R;1;120170193601 1
VS5294;224;R;1;789001736169 9
P1088;225;R;1;170230023892 1
23508180;225A;R;1;789537202005 2
23507180;225B;R;1;470470040392 0
800067640000;227;R;1;789003039176 5
NV085;227A;R;1;789005237443 2
NV319;227A;R;1;789005239403 4
K60;228;R;1;570440520041 0
AT3098;229;R;1;789001037794 9
JC26040/3;230;R;1;120020190643 2
11701FPSD;230;R;1;789000235591 7
61301SC;230;R;1;130020291513 3
JC26040/4;231;R;1;120020191358 4
BC211MT STD;232;R;1;789000634848 9
20063;233;R;1;789267700488 6
25644030;233A;R;1;789537206780 4
T166;234;R;1;789002940101 7
20004;235;R;1;789267700424 4
33000B;235A;R;1;230020190284 3
BB777 050;236;R;1;789000634822 9
S59570 STD;237;R;1;120150053164 6
BC220J 050;238;R;1;690060190298 4
L25125 STD;238;R;1;120240323461 0
M26220 050;238;R;1;789476604172 7
77661620 050;238;R;1;789053710581 0
L59105 015;239;R;1;120240192395 0
M26325 STD;240;R;1;789476604177 2
77665600 STD;240;R;1;789053710595 7
L59060 030;241;R;1;120240191396 8
L59060 015;242;R;1;789476603950 2
79244610;243;R;1;789002434196 7
79244600 STD;244;R;1;789053710355 7
B26196 025;245;R;1;789476601465 3
77658610;245;R;1;789053710564 3
VA0590172;246;R;1;120170193605 9
L59010 STD;247;R;1;789476603943 4
B26196 100;248;R;1;789476601468 4
77658650;248A;R;1;789000636483 0
77660600 STD;249;R;1;789053710575 9
VA0590179;249;R;1;120170193580 9
50017870;249;R;1;789053711581 9
VS4765;250;R;1;789001736170 5
50017856;251;R;1;789053711571 0
77660630 075;252;R;1;789053710578 0
B26197 075;252;R;1;789476601473 8
50017855;253;R;1;789053711570 3
VS4764;254;R;1;920170190005 2
VS5862;254;R;1;789000041035 9
50017854;255;R;1;789053711569 7
VS4763;256;R;1;920170190006 9
50017816;257;R;1;789053711536 9
3814AC;258;R;1;789001736816 2
50017815;259;R;1;789053711535 2
77664600;260;R;1;789053710589 6
77664610;260;R;1;789053710590 2
B26397 025;260;R;1;789476601488 2
B26397 050;261;R;1;789476601489 9
50017801;262;R;1;789053711526 0
VA0590044;264;R;1;120170053233 7
50017797;264;R;1;789053711523 9
33010B;264A;R;1;230020190286 7
50017796;265;R;1;789053711522 2
33100B;265A;R;1;230020190287 4
50017795;266;R;1;789053711521 5
33110B;266A;R;1;230020190289 8
RA1297;267;R;1;789001736159 0
RA1168;267;R;1;789001736164 4
VA0590170;267;R;1;120170193603 5
33111B;267A;R;1;230020190301 7
VS1205;268;R;1;789001738114 7
3037EP;269;R;1;340170010212 9
50017747;270;R;1;789053711473 7
7000206001;271;R;1;789002332257 8
16693;271;R;1;789002339750 7
B26496 STD;272;R;1;789476601492 9
B26496 025;273;R;1;789476601493 6
B26496 050;274;R;1;789476601494 3
VE0590092;275;R;1;789239104100 6
50017729;275;R;1;789053711455 3
50017708 STD;276;R;1;789053711434 8
VA0590094;276;R;1;120170053230 6
BB228MT 075;277;R;1;789000634836 6
B59228 075;277;R;1;120060191557 7
77787620;278;R;1;789053710509 4
B59228 050;278;R;1;120060191556 0
BB228MT 050;278;R;1;789000634835 9
77787610;279;R;1;789053710508 7
M59710 075;279A;R;1;789241589311 6
50004683;280;R;1;789053712902 1
50004684;281;R;1;789053712903 8
M59708 100;282;R;1;789476604412 4
RE1213;283A;R;1;789001736162 0
M59708 075;284;R;1;789476604411 7
77788620 050;285;R;1;789053710514 8
JSU184 050;286A;R;1;789002236821 8
JSU084;286A;R;1;789002239624 2
BC241 150;287;R;1;789000634885 4
77617640;288;R;1;789053710353 3
77617630;289;R;1;789053710352 6
77617600 STD;290;R;1;789053710349 6
BC241MT STD;291;R;1;789000634849 6
M59123 100;292;R;1;789476604331 8
M59123 025;293;R;1;789476604325 7
23111044;293A;R;1;789537205935 9
VT20771;293A;R;1;789005539061 3
BC123 STD;294;R;1;789000634881 6
M59123 STD;295;R;1;789476604323 3
DA6583 050;296;R;1;789003036203 1
SA0590049;297;R;1;120170193507 6
A59300 050;297;R;1;789476601206 2
23563030;298;R;1;789537202287 2
23564030;299;R;1;789537202294 0
92376030;299A;R;1;789537203549 0
K26040;300;R;1;120160190928 3
64113301;300A;R;1;720010190067 1
JM26040/3;300A;R;1;120020190926 6
40749620;301;R;1;789001538994 7
97208600;301A;R;1;789001537270 3
AT3097;302;R;1;789001037779 6
97468620;302A;R;1;789001539161 2
S26060;302A;R;1;120150191190 4
61091030;302A;R;1;789537216523 4
97505600 STD;302A;R;1;789053712041 7
E26060;302A;R;1;120150191371 7
S59310 100;303;R;1;120150012415 2
PS4456 100;304;R;1;789001535071 8
A59009 075;305;R;1;789003032204 2
61447035;306;R;1;789003539385 6
UC979 020;306;R;1;560350190033 3
61445015;306;R;1;789003539292 7
C329600 STD;306A;R;1;789003035211 7
11625L;307;R;1;789000237607 3
02511BRAGF;309;R;1;510410190068 1
PS4501 100;309;R;1;789001535070 1
PS4728 050;310;R;1;690150190182 4
33011B;310;R;1;230020190300 0
02116BAP;310;R;1;789125202116 4
A59840 050;311;R;1;789241547228 1
A59020;312;R;1;120300191491 1
E6NN627AA;313;R;1;340220190060 3
D6NN9278A;313;R;1;341130190014 7
303571;313;R;1;789005539696 7
800064440050;313A;R;1;789003036703 6
800060140100;313B;R;1;789053710126 3
A59109 100;314;R;1;120300323538 0
800067340050;315;R;1;789003038733 1
BC218 075;316;R;1;789000634949 3
81876796;317;R;1;340750190106 0
2710637;318;R;1;170460013358 6
7001043LP;319;R;1;789004638987 9
2730961;319;R;1;170460013365 4
E26500;320;R;1;120150191373 1
93737700;320;R;1;280150190558 4
K26500;320;R;1;120160190946 7
S26500;320;R;1;120150191191 1
97159960;320;R;1;789053710958 0
JM26040/4;320A;R;1;120020191360 7
64113181;320A;R;1;720020190755 6
61606F1SCR;320B;R;1;730020191018 8
61516NA;321;R;1;789000237421 5
C26060;321A;R;1;120350023731 3
UC979 STD;322A;R;1;000009054283 1
UC4578 020;322A;R;1;789003534863 4
C26040;322A;R;1;120350192446 5
VS1118;323;R;1;789001712095 1
50017709 STD;323;R;1;789053711435 5
E59110 075;324;R;1;120150192002 9
44010010;324A;R;1;789000040945 2
44016040;324A;R;1;789004240650 1
IND3002;324A;R;1;789004239893 6
IND4503;324A;R;1;789004239097 8
50017731;325;R;1;789053711457 7
RE2116;325A;R;1;789001736155 2
50017750;326;R;1;789053711476 8
AE0440 STD;326;R;1;789002434964 2
RA2115;326A;R;1;789001736149 1
50017751;327;R;1;789053711477 5
83990584;327;R;1;280040190850 3
390655;327A;R;1;789002140052 0
83956276;327A;R;1;690040190195 8
S59100 100;328;R;1;120150012020 8
E59110 050;329;R;1;120150192727 1
50017804;330;R;1;789053711527 7
E59110 100;331;R;1;120150192003 6
97181600;332;R;1;789053711936 7
50017820;333;R;1;789053711540 6
S59500;334;R;1;120150191050 1
61607F2SCR;335;R;1;730020191022 5
64111061;335;R;1;720020190834 8
64111081;337;R;1;720020190831 7
10490;337;R;1;789000233448 6
SAE100PSTD;96;R;1;789002435308 3
71928NA; 06;S;1;789000235265 7
71227NA; 07;S;1;789854427120 7
922988531434E; 07;S;1;789582515080 0
71950NA; 08;S;1;789854428078 0
961258530184E; 08;S;1;789000240241 3
71987NT; 08;S;1;789000240471 4
941058530384E; 09;S;1;789000240208 6
71927NA; 09;S;1;789854427146 7
961088530494E;10;S;1;789582519966 3
71012CB SC;11;S;1;130020040143 0
71506US;12;S;1;730020051288 8
71401U;13;S;1;730020041310 9
71026 CB;14;S;1;730020041328 4
940751450084;15;S;1;789007639803 2
MM900001;16;S;1;789582525602 1
71616NA;17;S;1;789854427130 6
71127PP;18;S;1;730020041386 4
940788530284;18;S;1;789000238386 6
71929NA;19;S;1;789000239964 5
71511U;20;S;1;789000238424 5
84331191;22;S;1;720020010699 8
922988531514E;22;S;1;789582515088 6
961288530194E;23;S;1;789000238167 1
71949NA;23;S;1;789000236715 6
71115NA;24;S;1;789854427110 8
940708530014E;24;S;1;789582515936 0
71816NABI;25;S;1;789854430150 8
71816NA;26;S;1;789854429261 5
71606SCR;27;S;1;789854426827 6
71306CBSC;28;S;1;130020040148 5
71406US;28;S;1;730020041078 8
71916NA;32;S;1;789854427141 2
941088530374E;32;S;1;789582536574 7
71917NA;33;S;1;789854427142 9
961058530354E;33;S;1;789582536895 3
71716;34;S;1;789000239494 7
922988531804E;34;S;1;789582536639 3
71116NA;35;S;1;789000235255 8
940708530234E;36;S;1;789582515950 6
922988531774E;37;S;1;789582515114 2
604931040753E; 001;U;1;789582509905 5
904931070221E; 002;U;1;789582510847 4
904931070821E; 003;U;1;789582510860 3
604931060353E; 004;U;1;789582509913 0
904931070801E; 005;U;1;789582510859 7
940788550094E; 006;U;1;789582516389 3
904931070311E; 007;U;1;789582545311 6
940708550064E; 008;U;1;789582515958 2
940708550104E; 009;U;1;789582515961 2
904931360251E; 010;U;1;789582510872 6
904931370801E; 011;U;1;789582510879 5
604931070431E; 012;U;1;789582509920 8
604931170281E; 013;U;1;789582509926 0
904931460583E; 014;U;1;789582537099 4
604931060243E; 015;U;1;789582509912 3
604931060443E; 016;U;1;789582509915 4
904931360781E; 017;U;1;789582510875 7
904931071061E; 018;U;1;789582537522 7
604931070921E; 019;U;1;789582537181 6
604931060204E; 020;U;1;789582537529 6
904931170501E; 021;U;1;789582510870 2
904931071031E; 022;U;1;789582510862 7
904931460531E; 023;U;1;789582510881 8
904931460771E; 024;U;1;789582537434 3
604931080605E; 025;U;1;789582509925 3
904931460411E; 026;U;1;789582537588 3
604931040423E; 027;U;1;789582509902 4
904931070131E; 028;U;1;789582537987 4
604931070322E; 029;U;1;789582509919 2
904931072091E; 030;U;1;789582510865 8
604931470601E; 031;U;1;789582509930 7
604931060405E; 032;U;1;789582509914 7
604931070172E; 034;U;1;789582509917 8
604931070851E; 035;U;1;789582509922 2
604931070871E; 036;U;1;789582509923 9
604931050803E; 037;U;1;789582509909 3
604931170731E; 038;U;1;789582509928 4
604931041405E; 039;U;1;789582509908 6
604931070682E; 040;U;1;789582509921 5
604931170603E; 041;U;1;789582509927 7
7004118C1E; 042;U;1;789003036761 6
904931070861; 042;U;1;789582510861 0
604931040703E; 043;U;1;789582509904 8
904931070061E; 044;U;1;789582510841 2
904931060281E; 045;U;1;789582510839 9
604931040062E; 046;U;1;789582509898 0
604931040293E; 047;U;1;789582509901 7
940708550054E; 048;U;1;789582515957 5
961008550014E; 049;U;1;789582518092 0
604931040143E; 050;U;1;789582509899 7
604931040203; 051;U;1;789582509900 0
7002604C1E; 051;U;1;789582525531 4
904931070071E; 052;U;1;789582510842 9
904931060241E; 053;U;1;789582536676 8
904931070671E; 054;U;1;789582510856 6
7004117C1E; 055;U;1;789003036760 9
904931070781; 055;U;1;789582510858 0
904931171251E; 056;U;1;789582510871 9
904931070582E; 057;U;1;789582510854 2
940708550084E; 058;U;1;789582515960 5
604931000202E; 059;U;1;789582509891 1
941208550034E; 060;U;1;789582517164 5
604921202026E; 001;V;1;789582509890 4
3363A;001A;V;1;789003039497 1
3363;001A;V;1;789003039496 4
940809910014E; 002;V;1;789582516528 6
606500100006E; 003;V;1;789582509944 4
941009750014E; 004;V;1;789582516948 2
7006236C1; 005;V;1;789005539642 4
940804120044E; 005;V;1;789582516453 1
940703400444E; 006;V;1;789582515478 5
620809010065E; 007;V;1;789582510033 1
961200850014E; 008;V;1;789000040984 1
940700850074E; 008;V;1;789582515297 2
961200850024E; 008;V;1;789000040925 4
602160310080E; 009;V;1;789582509726 6
602160310100E; 010;V;1;789582509727 3
940786370354; 011;V;1;789582516364 0
940786370364E; 012;V;1;789582516365 7
940786370374; 013;V;1;789582516366 4
940786370384E; 014;V;1;789582516367 1
941003000056E; 015;V;1;789582536848 9
941009750024E; 016;V;1;789582516949 9
41022478; 017;V;1;789001739476 5
603050100016E; 017;V;1;789582509783 9
1620236; 017;V;1;789003039088 1
931333400034E; 018;V;1;789582515174 6
940803400014E; 019;V;1;789582516432 6
961203300014E; 020;V;1;789582536826 7
961084320072E; 021;V;1;789582518475 1
961084320062E; 022;V;1;789582518474 4
940704120024E; 023;V;1;789582515628 4
922909750014E; 025;V;1;789582514534 9
922909750024E; 026;V;1;789582514535 6
630809500064; 027;V;1;789582510160 4
961004330044; 028;V;1;789582517840 8
940706370744E; 029;V;1;789582515797 7
602160100080E; 030;V;1;789582509717 4
904931060262E; 031;V;1;789582510838 2
940703420054E; 032;V;1;789582515494 5
604043400010E; 033;V;1;789582509846 1
905559211001E; 034;V;1;789582511410 9
961004330064E; 035;V;1;789582517842 2
606500100005E; 036;V;1;789582509943 7
941208550014E; 037;V;1;789582517163 8
960703550014E; 038;V;1;789582517331 1
922903270014E; 039;V;1;789582513093 2
923203100044E; 040;V;1;789582515144 9
7002851C1E; 041;V;1;789582525153 8
961208550014E; 042;V;1;789582526067 7
7002746C1E; 043;V;1;789582536919 6
7002285C1E; 044;V;1;789582545249 2
904931070051E; 045;V;1;789582537431 2
906913500001E; 046;V;1;789582511657 8
602060501010E; 047;V;1;789582509625 2
922906230255E; 048;V;1;789582513531 9
DSC5016;050A;V;1;789000140328 2
DS1450;050A;V;1;789000138607 3
961008610044E;050A;V;1;789582518098 2
7005214C1E;050A;V;1;789007539397 7
922908550044E; 051;V;1;789582513872 3
904015420022E; 053;V;1;789582510754 5
602062101615E; 054;V;1;789582509649 8
960703550044E; 055;V;1;789582517332 8
940806370015; 056;V;1;789582516466 1
604920101824E; 057;V;1;789582509873 7
940703400454E; 058;V;1;789582515479 2
904931160481E; 059;V;1;789582510869 6
904931070631E; 060;V;1;789582510855 9
904921102227E;49;V;1;789582510834 4
922901400135;;W;1;789582512921 9
VB057;;W;1;789613390026 2
F1903W3;;W;1;170510013105 8
7008023R91;;W;1;789002038903 1
960701400026;;W;1;789582517294 9
922901400245;;W;1;260010040694 8
940701450084E;;W;1;789582515360 3
940701450096; 001;W;1;789582515361 0
940703500024E; 001;X;1;789582536923 3
602000120860E;001A;X;1;789582509309 1
604043400006E; 002;X;1;789582509844 7
602100540100E;002A;X;1;789582509662 7
602002600830E; 003;X;1;789582509398 5
602002600612E; 004;X;1;789582509387 9
902100830100E;004A;X;1;789582510521 3
602002921070E; 005;X;1;789582537597 5
902007711270E;005A;X;1;789582510510 7
961203500024E; 006;X;1;789582536609 6
940703500194E;006A;X;1;789582515510 2
961003500094E; 007;X;1;789582517741 8
922903500514E; 008;X;1;789582537185 4
961003530014E; 009;X;1;789582536607 2
602007001255E;009A;X;1;789582509479 1
940703500014E; 010;X;1;789582536270 8
940703580044E; 011;X;1;789582536863 2
961003580014E; 012;X;1;789582536907 3
602002600625E; 013;X;1;789582537943 0
961203500034E; 014;X;1;789582518597 0
940703530014E; 015;X;1;789582515525 6
940703580046E; 016;X;1;789582536969 1
940803530014E; 017;X;1;789582516435 7
940803500014E;08A;X;1;789582516434 0
602011001020; 001;Y;1;789582509545 3
602007001670E;001A;Y;1;789582509487 6
940703500114E; 002;Y;1;789582537381 0
922903510014E; 003;Y;1;789582513250 9
602011001025E;003A;Y;1;789582537246 2
602007001665E; 004;Y;1;789582509486 9
602011081025E;004A;Y;1;789582537148 9
922903510024E; 005;Y;1;789582537293 6
940703500034E;005A;Y;1;789582536555 6
602011020860E; 006;Y;1;789582509562 0
602011001090E;006A;Y;1;789582509553 8
602000500845E; 007;Y;1;789582509339 8
602011001030E;007A;Y;1;789582509547 7
602000501055E; 008;Y;1;789582509349 7
602011001060E;008A;Y;1;789582509552 1
602000500835E; 009;Y;1;789582509337 4
602011001045E;009A;Y;1;789582509550 7
602000501430; 010;Y;1;789582509356 5
961003610024E;010A;Y;1;789582517763 0
602000500818; 011;Y;1;789582509335 0
602000501025E; 012;Y;1;789582509344 2
602000500840E; 013;Y;1;789582509338 1
602002721270E; 014;Y;1;789582509444 9
602000500850E; 015;Y;1;789582509340 4
602007721250E; 016;Y;1;789582509528 6
8101SA;182;K;1;789002239057 8
905292010093; 074;P;1;260010047668 2
