Cód.Original;Baia;;Nível;Cód.Barras
70991912; 092;O;2;789582505412 2
70991431; 093;O;2;789582505233 3
11185; 094;O;2;789267700299 8
70991430; 094;O;2;789582505232 6
70100170; 095;O;2;100070052040 1
70100135; 096;O;2;100070051992 4
 0102017; 097;O;2;789000734504 3
70993628E; 098;O;2;789582508212 5
7008249R91E; 098;O;2;789000041058 8
70993629E;098A;O;2;789582508213 2
70140013E; 099;O;2;789582508797 7
70140013US; 099;O;2;789003832280 8
70140016E;100;O;2;789002026046 0
7008153R1E;100;O;2;789582584873 8
70140016L1E;100;O;2;789000041104 2
70140007;101;O;2;100200050191 3
70440148;102;O;2;100070036234 6
70320071E;103;O;2;789582503718 7
70320075;104;O;2;100430338551 1
70320032;105;O;2;100430052563 7
635445;106;O;2;100220053028 7
635446B;107;O;2;100060058166 3
635446A;108;O;2;100060058165 6
70991328;110;O;2;100790050098 1
4133L507;110A;O;2;789001736864 3
70991273;111;O;2;100790050076 9
4138A054E;111A;O;2;789582507588 2
70990828;112;O;2;100790051132 1
4138A056E;112A;O;2;789001718493 9
70200213;113;O;2;100480051247 2
70200345;114;O;2;100070054852 8
70100125;115;O;2;100070052762 2
70100448;116;O;2;100070052048 7
635806;117;O;2;100380050239 1
7008117R1E;118;O;2;789003839837 7
70140009JA;118;O;2;789001838974 6
70140008;118;O;2;100200338452 0
70140009E;118;O;2;789582503262 5
6357111;119;O;2;100380050834 8
ERR4848AP;120;O;2;170010032417 2
7008395R1E;120;O;2;789003840720 8
A16M031;120;O;2;789003836615 4
ERR4848AE;120;O;2;789582506348 3
31415331;121;O;2;100240058014 3
635420;122;O;2;789582500655 8
733507;26A;O;2;789000137914 3
11190;73;O;2;789001739637 0
11189;74;O;2;789267700303 2
11186;93;O;2;789267700300 1
70992896; 001;P;2;100760338801 5
70992499E; 002;P;2;789582505660 7
4236259; 003;P;2;789582501543 7
70991869; 004;P;2;100010053367 4
2486254; 005;P;2;101060054216 8
70100178A; 006;P;2;100070036932 1
70993309E; 007;P;2;789582508120 3
70100794; 008;P;2;100070338442 0
70100795; 009;P;2;100070338443 7
74175; 010;P;2;789582500214 7
420381; 011;P;2;100480050841 3
70810061E; 012;P;2;789582504725 4
70300008; 013;P;2;100930051789 7
4236250; 014;P;2;789582501534 5
4236252; 015;P;2;789582501536 9
70080045E; 015;P;2;789582503031 7
S4055E; 016;P;2;789582500548 3
70470037; 017;P;2;100610051935 9
31328241E; 018;P;2;789582502001 1
70100414E; 019;P;2;789582503103 1
70670784E;019A;P;2;789582519456 9
74189E; 020;P;2;789582508296 5
70998171E; 022;P;2;789582506144 1
70991429E; 023;P;2;789582505231 9
70991709; 024;P;2;100760050303 9
70100423; 025;P;2;789582503108 6
3753R152; 026;P;2;100190055449 4
3771A023E; 027;P;2;789001035993 8
4236255; 027;P;2;789582501539 0
70993561; 028;P;2;101020054282 7
70200187; 029;P;2;100480052256 3
70040117; 030;P;2;100750054382 1
37354380; 031;P;2;100480053218 0
70991805; 032;P;2;100310053364 4
70100390; 033;P;2;100070057355 1
79519E; 034;P;2;789582508330 6
77408; 036;P;2;789582500363 2
70993401E; 037;P;2;789582537152 6
P4042; 038;P;2;789582508471 6
6357102; 039;P;2;100880052647 7
U5MK0404E; 040;P;2;789582508512 6
3763A001; 041;P;2;789582502696 9
70991198; 042;P;2;100070050880 5
70410089E; 043;P;2;789582507170 9
70993365; 044;P;2;789582505954 7
3753E001; 045;P;2;100480052097 2
70100705E; 046;P;2;789582503196 3
70100626; 047;P;2;100070052118 7
70100601; 048;P;2;789582503154 3
70100865E;048A;P;2;789582507679 7
4113H053E; 049;P;2;789582502826 0
74037; 050;P;2;100450053428 6
74030E; 051;P;2;100450053427 9
74334; 052;P;2;789582508306 1
424828P; 053;P;2;789008839885 3
424828; 053;P;2;789582500625 1
70730056E; 054;P;2;789582536658 4
 030056; 054;P;2;789004139436 6
635816; 055;P;2;100880052600 2
70810066E; 056;P;2;789582508063 3
70810069E;056A;P;2;789582508065 7
70810070E;056B;P;2;789582508066 4
70100226; 057;P;2;100070052013 5
70100411E; 058;P;2;100070052780 6
70810006; 059;P;2;100960053284 2
70810027; 060;P;2;100960051507 4
70100439; 061;P;2;100070057356 8
70100743; 062;P;2;100070338425 3
4113H052E; 063;P;2;789582502825 3
70100728; 064;P;2;100070338418 5
74162; 065;P;2;789582500205 5
70670774E;065A;P;2;789582508014 5
74187E; 066;P;2;789582500222 2
74165; 066;P;2;100890339132 3
70320089E; 067;P;2;789582521484 7
6357125; 068;P;2;789582501626 7
315295; 069;P;2;789582500574 2
315295UP; 069;P;2;789008834687 8
315290I; 069;P;2;240010070004 2
420395P; 070;P;2;789004106933 2
420395; 070;P;2;789582500590 2
70100422; 071;P;2;100070051265 9
37714234E; 072;P;2;789582536958 5
R7000642C1; 072;P;2;789582521983 5
70200268; 073;P;2;100080050577 3
70200267; 075;P;2;100080051268 9
3117C072E; 076;P;2;789582501990 9
70200219; 078;P;2;100080057360 4
76027; 079;P;2;101100053440 1
2643D802; 080;P;2;100100057862 8
76028; 081;P;2;101100050744 3
2486A975E; 082;P;2;789582507436 6
70993355E; 083;P;2;789582508123 4
R42410P; 084;P;2;230410050737 6
70065B; 084;P;2;730020051247 5
R243; 085;P;2;170810052172 0
2486A972E; 086;P;2;789582501842 1
70940076; 087;P;2;100190053297 3
70100429; 089;P;2;100070052787 5
70100719E; 090;P;2;789582503204 5
70950050; 091;P;2;100930054084 0
0940913E; 092;P;2;789582501238 2
70100554E; 093;P;2;789582503145 1
76017; 094;P;2;101100053780 8
76018; 096;P;2;101100053438 8
70993784; 091;R;2;789582519938 0
3771X151; 002;S;2;100510056369 0
P4013; 003;S;2;789582500498 1
P4014; 004;S;2;789582500499 8
70993471E; 005;S;2;789582508149 4
70200476; 006;S;2;100050052286 5
70240485; 007;S;2;100480052126 9
315280;007A;S;2;100480058807 1
OTD0048;007A;S;2;789010334102 4
70250019; 008;S;2;100510050460 0
70993072E; 009;S;2;789582505851 9
70250050; 010;S;2;789582503671 5
70992666; 011;S;2;101030052438 9
70991383E; 011;S;2;789582508100 5
70250025; 012;S;2;100510050482 2
70250021; 013;S;2;100510052127 0
2581128; 015;S;2;100850058201 8
4142A171E; 018;S;2;789582507590 5
4142A143; 018;S;2;100480050837 6
70991916E; 019;S;2;789582505413 9
70991285; 020;S;2;789582505180 0
70250012; 021;S;2;100510051779 2
70993523R; 022;S;2;789582521985 9
4236258; 023;S;2;789582501542 0
HS126; 024;S;2;789582508660 4
4203161; 025;S;2;789582501455 3
3716C242E; 026;S;2;789582507549 3
70993509E; 027;S;2;789582508169 2
7008099R1E; 027;S;2;789582536052 0
10199; 027;S;2;789267700204 2
70993016E; 028;S;2;789582505838 0
70240491E;028A;S;2;789004837990 8
70993553R;028A;S;2;789582523914 7
70250023; 029;S;2;100510050461 7
R7000636C91; 032;S;2;789582521968 2
4236256; 033;S;2;789582501540 6
70250069E; 033;S;2;789582537214 1
70250069P; 033;S;2;789010340527 6
70993658E; 034;S;2;789582536762 8
70993510; 035;S;2;789582508170 8
10206; 035;S;2;789267700214 1
FTC4204A; 036;S;2;100690339350 7
70992115; 037;S;2;789582505481 8
4203105; 038;S;2;100480050918 2
S4059; 039;S;2;789582500552 0
70992759; 040;S;2;789582505747 5
4236257; 041;S;2;101030052736 6
70993017E; 042;S;2;789582505839 7
70992690; 043;S;2;100480053680 5
R7000638C91E; 043;S;2;789582526055 4
70993342E; 044;S;2;789582505944 8
70991074; 045;S;2;100510053336 5
70993496R; 046;S;2;789582521984 2
37766423; 047;S;2;100070050469 2
70993667E;047A;S;2;789582508229 3
3116K014E; 048;S;2;789582501969 5
2415B155E; 001;T;2;789582501816 2
2415H494E; 002;T;2;789582507423 6
3683N004E; 004;T;2;789582502535 1
0826456E; 005;T;2;789582501144 6
70180157E; 006;T;2;789582503312 7
70740086E; 007;T;2;789582504580 9
70170028; 008;T;2;100300050075 3
70200952E; 009;T;2;789582507749 7
70180158E; 010;T;2;789582503313 4
70998010E; 011;T;2;789582506032 1
 0745058; 012;T;2;100040057493 3
70040005; 013;T;2;100590052702 1
0748612E; 014;T;2;789582501082 1
33152153A; 015;T;2;100470058975 8
70550001; 016;T;2;100810053238 3
70490014; 017;T;2;100020051970 7
70446NAK; 017;T;2;730020051200 0
70446SC; 017;T;2;130020050102 4
70490014RE; 017;T;2;789582508782 3
70550002; 018;T;2;100810050646 9
 0920051; 019;T;2;789582501201 6
0096239E; 020;T;2;789582500801 9
70200826E; 021;T;2;789582503594 7
32186137E; 022;T;2;789582502094 3
36243117; 023;T;2;100190050184 9
70200120E; 024;T;2;789582503348 6
70100600; 025;T;2;100070052042 5
 0096436; 026;T;2;789582500813 2
33844412; 027;T;2;100050059475 6
31743108; 028;T;2;789582502043 1
7006280C1E; 028;T;2;789007039838 0
70200449; 029;T;2;100080051280 1
0096240E; 030;T;2;789582500802 6
0096241E;030A;T;2;789582500803 3
36418138; 031;T;2;100070051660 2
0748419E; 032;T;2;789582501072 2
70920042; 033;T;2;100240050149 0
 0941083; 034;T;2;100870054214 0
70992802; 035;T;2;101090050213 8
9900220002; 035;T;2;789010939025 5
 0576103; 036;T;2;100210051754 8
70920172E; 037;T;2;789582504913 5
70490111; 038;T;2;100020051191 6
0096435E; 039;T;2;789582500812 5
70490238; 040;T;2;100020051569 3
79950228;040A;T;2;100050051294 1
70230006; 041;T;2;100010014850 2
70993311E; 042;T;2;789582505931 8
70200423E; 043;T;2;789582503431 5
70810056E; 044;T;2;789582504722 3
34821422E; 045;T;2;789582502315 9
70200428; 046;T;2;789582503434 6
70200269; 047;T;2;100050052267 4
4236105; 048;T;2;100010050805 4
70540014; 049;T;2;100510052745 6
70200799E; 050;T;2;789582503580 0
70200865E;050A;T;2;789582507265 2
70991749; 051;T;2;101060050320 6
70240133E; 052;T;2;789582537760 3
70200275; 053;T;2;100050050636 0
70520171E; 054;T;2;789582504111 5
7008097R1E; 054;T;2;789582545188 4
ERR5099AE; 055;T;2;789582508396 2
70200486E; 056;T;2;789582503468 1
79950207E; 057;T;2;789582506163 2
70200083; 058;T;2;100050053107 2
70200477E; 059;T;2;789582503462 9
70200980E; 060;T;2;789582508855 4
70990726; 061;T;2;101060052224 5
70200794; 062;T;2;789582503577 0
70200982E;062A;T;2;789582519808 6
70992886; 063;T;2;100980338751 5
70200922E; 064;T;2;789582507741 1
70240101; 064;T;2;100480053147 3
70200896E; 065;T;2;789582507724 4
36172116; 065;T;2;100480053927 1
70240060; 066;T;2;100480053145 9
70300005; 067;T;2;100300051638 9
33814311E; 068;T;2;789582502272 5
33814311P; 068;T;2;789000540444 5
 0202058; 069;T;2;100050057015 6
70200226E; 069;T;2;789582503380 6
70200471; 070;T;2;100050052283 4
0202016P; 071;T;2;789000540094 2
0202016E; 071;T;2;789582500863 7
70200472; 072;T;2;100050052284 1
70200919E; 073;T;2;789582507738 1
70200182; 073;T;2;100050050640 7
33851122E; 074;T;2;789582502293 0
70200470; 075;T;2;100050052675 7
70200878E; 075;T;2;789582507717 6
79950255; 076;T;2;100050051295 8
70200959E; 076;T;2;789582507751 0
70200960E;076A;T;2;789582507752 7
ERR3539AE; 077;T;2;789582506310 0
70200879E; 078;T;2;789582507239 3
70200867E; 079;T;2;789582507715 2
70240103; 080;T;2;100480051751 4
70200981E; 081;T;2;789582508856 1
70200256E; 082;T;2;789582503390 5
70200236; 083;T;2;100050050569 1
70200536E; 084;T;2;789582503489 6
70200536P; 084;T;2;789000539516 3
70200725E; 085;T;2;789582537137 3
70200701E; 087;T;2;789582503527 5
70200918E;087A;T;2;789582507737 4
70200752E; 088;T;2;789582503547 3
70200961E;088A;T;2;789582545468 7
70991872; 089;T;2;100980053368 7
70200905E; 089;T;2;789582507729 9
7007121C1E; 090;T;2;789582535716 2
70991690E; 090;T;2;789582505345 3
70440184; 091;T;2;789582503882 5
70992177; 092;T;2;100480050280 0
70200874E; 093;T;2;789582506955 3
34828432E; 094;T;2;789582502320 3
34828432P; 094;T;2;789000540075 1
70200416; 095;T;2;100050051270 5
70993507E; 096;T;2;789582508168 5
70200925E;096A;T;2;789582521628 5
70200422E; 097;T;2;789582503430 8
70200534E; 098;T;2;789582503487 2
70200535P; 099;T;2;789000539493 7
70200535E; 099;T;2;789582503488 9
70200447E;100;T;2;789582503445 2
70200478E;101;T;2;789582503463 6
70200227;102;T;2;100050051263 7
70200413E;103;T;2;789582503425 4
70990577;104;T;2;100480052174 0
70992240;105;T;2;100480053377 4
70992239;106;T;2;100480053376 7
70200986;106A;T;2;789582508853 0
70200424E;107;T;2;789582503432 2
70200827E;108;T;2;789582503595 4
79950259;108;T;2;100050051296 5
70200828E;108A;T;2;789582503596 1
70200266;109;T;2;100050051267 5
70200895E;110;T;2;789582507723 7
70200469;110;T;2;100050051269 9
70200085E;111;T;2;789582503339 4
70200440E;112;T;2;789582503442 1
70200539E;113;T;2;789582503491 9
70200484E;114;T;2;789582503467 4
70200983E;115;T;2;789582537094 9
70200443;116;T;2;100050052276 6
70200466;117;T;2;100050052280 3
70200467;118;T;2;100050052281 0
70200435;119;T;2;100050051277 4
70200093;120;T;2;789582503344 8
70200724E;121;T;2;789582503530 5
70200872E;122;T;2;789582503609 8
70200524;123;T;2;100050053117 1
70993193E;124;T;2;789582505891 5
70200786E;125;T;2;789582503571 8
79950181;126;T;2;100050053065 5
70200810;127;T;2;100050338510 8
87145;128;T;2;789005139429 5
VC172A;128;T;2;789005138617 7
2346862;128;T;2;789005139090 7
70440075;128;T;2;100510050473 0
70200222;129;T;2;100050057361 4
70200436;130;T;2;100050051278 1
34821422P;45;T;2;789000540030 0
70200839;91A;T;2;100050051735 9
70200874P;93;T;2;789000540031 7
70100004; 001;U;2;100070051542 1
70100401; 002;U;2;100070052779 0
70920058; 003;U;2;100240057335 0
70940144E; 004;U;2;789582504947 0
36534313; 005;U;2;100070052045 6
2722; 005;U;2;789000740528 0
33286134E; 006;U;2;789582502219 0
0096432E; 007;U;2;789582500809 5
0826243E; 008;U;2;789582501115 6
70650118; 009;U;2;100120051290 3
70450034E; 010;U;2;789582537153 3
3152100; 011;U;2;100230053879 4
 0576151; 012;U;2;100210057469 5
33117122; 013;U;2;100240058910 8
70490412E; 014;U;2;789582507909 5
70341NA; 014;U;2;130020050119 2
70490412R; 014;U;2;789000233261 1
 0380078; 015;U;2;100300057034 3
70100864E; 016;U;2;789582507678 0
70440070; 017;U;2;100880050467 3
0096445E; 018;U;2;789582500821 7
70200026; 019;U;2;789582503332 5
70920077; 020;U;2;100240051538 1
0096434E; 021;U;2;789582500811 8
70570085E; 022;U;2;789582504226 6
70820090E; 023;U;2;789582504777 3
 0826509; 024;U;2;789582501158 3
70820126E; 025;U;2;789582508072 5
2116024E; 026;U;2;789582501260 3
70570055; 028;U;2;100210051648 0
70991867; 030;U;2;100110050389 6
 0828414; 031;U;2;100140057667 5
2313C064; 033;U;2;789582501739 4
70740049; 035;U;2;100040051398 7
70800016E; 036;U;2;789582504694 3
70750035; 037;U;2;100380051495 0
70330084; 038;U;2;100220050346 5
70920082; 039;U;2;789002400137 3
70820056E; 040;U;2;789582504753 7
70740783E; 041;U;2;789582508050 3
 0828406; 042;U;2;100140057661 3
 0828409; 043;U;2;100140051842 2
37735651E; 044;U;2;789582502720 1
35731149; 045;U;2;100110059645 4
70920049; 046;U;2;100240057334 3
37813113;046A;U;2;100120052358 9
70820010; 047;U;2;100140051793 7
0920009E; 048;U;2;789582501198 9
70100353; 049;U;2;100070053075 2
70650072E; 050;U;2;789582504402 4
3743E021E; 051;U;2;789582502667 9
50937798; 053;U;2;721790010832 0
70490374; 053;U;2;100010010806 3
70200225; 054;U;2;100050050568 4
 0748611; 055;U;2;100040057542 8
32417156; 056;U;2;100120058872 4
36823132; 056;U;2;100020055419 7
70200540E; 057;U;2;789582503492 6
70490713RE; 058;U;2;789582508595 9
70590021E;058A;U;2;789582507984 2
2172688; 059;U;2;100040057670 8
0920056E; 060;U;2;789582501206 1
0096634E; 061;U;2;789582500826 2
34712125; 062;U;2;100110053332 9
2431A051; 063;U;2;789582501822 3
70992752; 064;U;2;789582505743 7
50951832; 065;U;2;720020010691 2
70340AI; 065;U;2;130020050127 7
3688A004; 065;U;2;100020051052 0
 0490559; 066;U;2;100020057406 5
0096245E; 067;U;2;789582500807 1
70100697; 068;U;2;100070051989 4
377807113; 068;U;2;789000738597 1
2313C058E; 069;U;2;789582501736 3
70200797; 070;U;2;100080051725 7
33125112; 071;U;2;100240058925 2
70180128; 072;U;2;789582503300 4
 0826472; 073;U;2;789582501150 7
 0096637; 074;U;2;100040056996 0
2313C063E; 075;U;2;789582501738 7
 0490695; 076;U;2;100020057304 4
 0780100; 077;U;2;100700057551 3
32413122; 078;U;2;789582502097 4
70920104R; 079;U;2;100010014680 5
70920104E; 079;U;2;789582504877 0
70740313E; 080;U;2;789582504614 1
 0490692; 082;U;2;100020057303 7
70740129E; 083;U;2;789582504586 1
33115117; 084;U;2;100240058906 1
70200623E; 085;U;2;789582503507 7
70200261; 086;U;2;100050052263 6
70610038; 087;U;2;789582504263 1
50911498; 088;U;2;720020010696 7
70331CB; 088;U;2;789000238303 3
70490402; 088;U;2;100020054071 8
70490402RE; 088;U;2;789582508591 1
36548441; 089;U;2;100070053932 8
33114412E; 090;U;2;789582502145 2
70521PAK;090A;U;2;730020051201 7
70521NAK;090A;U;2;789000240746 3
70896INOX; 091;U;2;730020051479 0
70200603E; 092;U;2;789582503502 2
36542515; 093;U;2;100860058246 8
0746610E; 095;U;2;789582501057 9
70100539; 096;U;2;100070052032 6
32184334E; 097;U;2;789582502091 2
70820094; 098;U;2;100140050302 2
72037; 099;U;2;100100053287 3
70384AG;100;U;2;789000233650 3
3687M006RE;100;U;2;789582521371 0
70440042;101;U;2;100510052796 8
2318A605;102;U;2;100210057743 6
70200860E;103;U;2;789582503608 1
70200441;104;U;2;100050052275 9
70200923E;105;U;2;789582507742 8
70200880;106;U;2;789582507718 3
70200763E;107;U;2;789582503556 5
70200791E;108;U;2;789582503574 9
70200769E;109;U;2;789582503562 6
70200758E;110;U;2;789582503551 0
70200757E;111;U;2;789582503550 3
G3006;111;U;2;789000538601 7
7633JA;111;U;2;789000539000 7
70200785E;112;U;2;789582503570 1
70200770E;113;U;2;789582503563 3
70200787E;114;U;2;789582503572 5
70200916E;115;U;2;789582507735 0
70200768E;116;U;2;789582537043 7
70200760E;117;U;2;789582503553 4
CJA7634;117;U;2;789000538540 9
70200784E;118;U;2;789582503569 5
70200741E;119;U;2;789582503543 5
70200762E;120;U;2;789582503555 8
70200802E;121;U;2;789582503583 1
70200801;122;U;2;100050338505 4
70200750E;123;U;2;789582503546 6
70200733E;124;U;2;789582503536 7
70200759E;125;U;2;789582503552 7
70200732E;126;U;2;789582503535 0
ERR4686AE;127;U;2;789582506336 0
70200950E;127A;U;2;789582507748 0
ERR1084E;128;U;2;789582501674 8
70200792E;130;U;2;789582503575 6
70200837E;131;U;2;789582503601 2
70993205E;132;U;2;789582505898 4
70200621E;133;U;2;789582503505 3
70993260E;134;U;2;789582505919 6
70200842E;135;U;2;789582503602 9
70200843E;136;U;2;789582503603 6
3383E003;136A;U;2;100050059473 2
70740735E;137;U;2;100040338678 6
2314J004E;138;U;2;789582501779 0
URB100760;139;U;2;789582506808 2
70200739E;140;U;2;789582503542 8
MME8107;57;U;2;789000540303 5
2645A031E; 001;V;2;789582501892 6
70520159; 002;V;2;100070051600 8
33853123E; 003;V;2;000003385312 3
2314H010E; 004;V;2;789582501768 4
70740315E; 005;V;2;789582504615 8
0096234E; 006;V;2;789582500796 8
70940084; 007;V;2;100190053298 0
50932598; 008;V;2;789000232311 4
70490386; 008;V;2;100010010818 6
70490386RE; 008;V;2;789582508581 2
37354391; 009;V;2;100480052133 7
2645A604E; 010;V;2;789582501895 7
 0780096; 011;V;2;100700053318 6
70100659; 012;V;2;100070052059 3
70990292; 013;V;2;100110036235 6
33112111E; 014;V;2;789582502143 8
70780024; 015;V;2;789582504690 5
70450025E; 016;V;2;789008500002 5
4152A002; 017;V;2;100480053967 7
2184435E; 018;V;2;789582501281 8
70490314; 019;V;2;100020054013 8
70490314RE; 019;V;2;789582508600 0
3683D006E; 019;V;2;789582502529 0
0720677P; 020;V;2;789000440494 1
0720677E; 020;V;2;789582501020 3
 0748613; 021;V;2;100040057545 9
70320NAK; 023;V;2;789854427091 0
70320PAK; 023;V;2;730020051188 1
 0096208; 024;V;2;100040053631 3
0096446E; 025;V;2;789582500822 4
70490050; 026;V;2;100020051200 5
50915798; 026;V;2;720020050734 4
70820063E; 027;V;2;789582504759 9
70470054E; 028;V;2;789582503904 4
70650043; 029;V;2;100220053263 2
70920067; 030;V;2;789582504860 2
70340002; 031;V;2;100940053171 7
70991983; 032;V;2;101180050465 9
0920055E; 033;V;2;789582501205 4
36241316; 035;V;2;100240059727 1
70760024E; 036;V;2;789582504675 2
 0826521; 037;V;2;100140057599 9
70490800R; 038;V;2;789582519825 3
50917996; 038;V;2;720020050108 3
33153121E; 039;V;2;789582502187 2
70740366E; 040;V;2;789582504636 3
70200822; 041;V;2;100050338514 6
70090038; 042;V;2;100040050319 3
70570043E; 043;V;2;789582504214 3
34821428E; 044;V;2;789582502316 6
36237156E; 045;V;2;789582545200 3
70992502; 046;V;2;789582505662 1
70993482E;046A;V;2;789582508159 3
70992500E; 047;V;2;789582505661 4
70992199; 048;V;2;100480053629 4
70240265E; 049;V;2;789582503659 3
2415745E; 050;V;2;789582501317 4
77330E; 051;V;2;789582500321 2
70200458E; 052;V;2;789582503449 0
70520076E; 053;V;2;789582504094 1
37462401; 054;V;2;100640053326 0
74059; 055;V;2;100170053429 0
70221SC; 056;V;2;130020050094 2
36862191E; 056;V;2;789582502579 5
50932816; 056;V;2;720020050702 3
50932831; 056;V;2;720020050113 7
0096433E; 057;V;2;789582500810 1
33221319L1E; 058;V;2;789000041068 7
33221319E; 058;V;2;789582502207 7
31137481E; 059;V;2;789582501945 9
50947667; 061;V;2;720020050677 4
70490683E; 061;V;2;789582507915 6
74069; 062;V;2;100010052068 1
0826408E; 063;V;2;789582536947 9
0826409E; 064;V;2;789582501131 6
32181425E; 065;V;2;789582502082 0
50915698; 066;V;2;720020050733 7
70490049; 066;V;2;100020051974 5
50944430; 067;V;2;720020050115 1
70200432; 068;V;2;100050051335 1
70100523; 069;V;2;100070052063 0
 0995415; 070;V;2;789582501249 8
70100699; 071;V;2;100070052129 3
79950290; 072;V;2;100050053465 3
70820044; 073;V;2;100140051858 3
423690; 074;V;2;100160051235 0
4203102; 075;V;2;100140053343 2
70410099E; 077;V;2;789582507779 4
37556117E; 078;V;2;789582502688 4
70240122; 079;V;2;100480052077 4
0640126E; 080;V;2;789582501002 9
77219E; 081;V;2;789582500272 7
70240042E; 082;V;2;789582503622 7
70100184; 083;V;2;100070052036 4
70740069E; 084;V;2;789582504575 5
70740089; 084;V;2;100040054849 1
70740061; 085;V;2;789582504568 7
 0096236; 086;V;2;789582500798 2
74066; 087;V;2;100970050488 6
60925890; 088;V;2;720020050110 6
36846114; 089;V;2;100020051011 7
33516; 090;V;2;100810052318 3
STC04126M; 091;V;2;789000739442 3
NBJ3010D; 091;V;2;789000740057 5
70100420; 091;V;2;100070052782 0
STC04127M; 091;V;2;789000739440 9
70991158E; 092;V;2;789582537317 9
70240128; 093;V;2;100480052076 7
70240176; 093;V;2;100480053156 5
70240210; 094;V;2;100480051768 2
0825241E; 095;V;2;789582501102 6
70650046; 096;V;2;100120051716 8
70740043; 097;V;2;789582504553 3
33125412; 099;V;2;100240058929 0
32762116E;100;V;2;789582537172 4
70520042;101;V;2;101180053224 9
70050160;102;V;2;789582502987 8
 0095199;103;V;2;100040056946 5
70240069;104;V;2;100480051749 1
 0826277;105;V;2;789582501125 5
33115408E;106;V;2;789582502148 3
0500009E;109;V;2;789582500951 1
70820032;111;V;2;100140051520 9
0746261E;112;V;2;789582501047 0
70490318E;113;V;2;789582507821 0
70200582E;114;V;2;789582503498 8
2485791E;115;V;2;789582501341 9
50910250;116;V;2;720020040778 1
70490401RE;116;V;2;789582508558 4
70432CB;116;V;2;789000239699 6
70490401;116;V;2;100020054070 1
0720579E;117;V;2;789582537540 1
70490375RE;118;V;2;789582508601 7
36833144;119;V;2;100020055426 5
34417116;120;V;2;100110059493 1
70050027;121;V;2;100220052705 8
 0826249;122;V;2;100140057564 7
S4029;123;V;2;100230059724 1
 0566007;124;V;2;100740057442 0
70650073E;125;V;2;789582504403 1
70740052;128;V;2;100040051523 3
31744131E;129;V;2;789582502045 5
70740053;130;V;2;789582504562 5
70100698;131;V;2;100070052064 7
0576007E;132;V;2;789582500970 2
0780007E;133;V;2;789582501093 7
70090010E;134;V;2;789582503033 1
33415123;135;V;2;100930053895 3
70200229E;136;V;2;789582503383 7
70920114E;137;V;2;789582504884 8
70820092E;138;V;2;789582504778 0
635449;139;V;2;100230053037 8
70820041;140;V;2;100140051521 6
7007195C1E;141;V;2;789582547603 0
32186405E;141;V;2;789582507157 0
70650008P;141;V;2;789001239948 2
0826628E;142;V;2;789582501167 5
70998056;143;V;2;100570053704 6
0095315E;144;V;2;789582500779 1
70570074E;145;V;2;789582504223 5
0920054E;146;V;2;789582501204 7
70820015E;147;V;2;789582504733 9
0576002E;148;V;2;789582500968 9
70180086;149;V;2;100600051775 2
70760011;150;V;2;100950050426 0
4111A008;151;V;2;789582502819 2
70200694E;153;V;2;789582503524 4
35511111E;156;V;2;789582502343 2
0746019E;157;V;2;789582501030 2
70997075;158;V;2;100870050611 1
2645K002;159;V;2;101000052150 3
 0827813;160;V;2;100140057640 8
33415133;162;V;2;100240059006 7
424819;163;V;2;789582500621 3
36854104E;164;V;2;789582502555 9
37188184; 001;X;2;100480053940 0
70991157E; 002;X;2;789582537856 3
70991014; 004;X;2;100480053334 7
2169743; 004;X;2;789004839087 3
37188519E; 005;X;2;100480055445 8
3718X717E; 006;X;2;789582502658 7
3718X717US; 006;X;2;789004832312 3
37188559E; 007;X;2;789582537713 9
70240271E; 008;X;2;789582503663 0
4142X051E;008A;X;2;789582507591 2
7008511R1E; 009;X;2;789000040905 6
70740047E; 009;X;2;789582537255 4
70740063E; 010;X;2;789582504570 0
50907190; 011;X;2;720020050851 8
 0490251; 011;X;2;100020057404 1
70740064E; 012;X;2;789582504571 7
70570097E; 013;X;2;789582504231 0
70950029E; 014;X;2;789582504962 3
0350025E; 015;X;2;789582500887 3
70998008; 016;X;2;100630050353 0
73187E; 017;X;2;789582508288 0
70740025E; 018;X;2;789582504548 9
70992847; 020;X;2;789582505779 6
70200766; 022;X;2;789582503559 6
CIN414; 023;X;2;789007038645 5
 0780224; 023;X;2;100700057371 7
CIN437; 023;X;2;789007038646 2
0746452E; 024;X;2;789582501052 4
70992082; 025;X;2;100110052160 9
37447511; 026;X;2;100800054255 0
 0096033; 027;X;2;100040056951 9
 0748352; 028;X;2;789582501061 6
ERR1973A; 029;X;2;100660339205 3
ERC7295BE; 030;X;2;789582506243 1
FT212401E; 031;X;2;789582506427 5
ERR0335BE; 032;X;2;789582507240 9
 0748505; 033;X;2;100040057537 4
 0920931; 034;X;2;100240053275 3
2645666E; 035;X;2;789582501383 9
70998136E; 036;X;2;789582506122 9
70440084; 038;X;2;100510053197 2
72122E; 039;X;2;789582536937 0
36832123; 040;X;2;100020052977 5
70780016; 041;X;2;100700052808 3
70200639; 042;X;2;100090052328 8
2415813E; 043;X;2;789582501318 1
36866722E; 044;X;2;789582502602 0
70351NA; 044;X;2;789000238750 5
36854103E; 045;X;2;789582502554 2
 0576101; 046;X;2;100210057459 6
0201526E; 047;X;2;789582500862 0
70576100E; 048;X;2;789582504239 6
0746253E; 049;X;2;789582501041 8
